,Latitude_x,Longitude_x,index_x,join_key,MRT.Name,Latitude_y,Longitude_y,index_y,euclidean_distance,coordinate_pair,cycle_route,bus_route,distance,cycle_duration,centroid_name,suitability,steepness,bus_duration,time_difference,approximated?
0,1.4379578176047545,103.80176902642216,372,A,ADMIRALTY MRT STATION,1.440588562,103.8009905,12,0.3050581101811293,"coordinate_pair(lat_x=1.4379578176047545, lon_x=103.80176902642216, lat_y=1.440588562, lon_y=103.8009905)","{'status_message': 'Found route between points', 'route_geometry': 'ozwGixpxRJOJI^GZCLDf@ZHKJGL@vBdBT_@pA`AfD_EIGKGuD{Ci@a@SMUIYKWEWE[AS?I???Q@M@QBQDSFUHC@k@P]LaA^ODCBA@?@EAE??@IBKYYJmEzAmBn@HXC@yAf@k@ZMEAB??FFDBjAfD', 'status': 0, 'route_instructions': [['Right', 'WOODLANDS RING ROAD', 90, '1.438002,103.801805', 40, '90m', 'South East', 'North', 'cycling', 'Head Southeast On Woodlands Ring Road'], ['Left', 'WOODLANDS RING ROAD', 113, '1.437311,103.80183', 51, '113m', 'South East', 'South West', 'cycling', 'Turn Left To Stay On Woodlands Ring Road'], ['Left', 'WOODLANDS RING ROAD', 21, '1.436525,103.80141', 13, '21m', 'South East', 'South West', 'cycling', 'Turn Left To Stay On Woodlands Ring Road'], ['Right', 'WOODLANDS RING ROAD', 59, '1.436418,103.801566', 30, '59m', 'South West', 'South East', 'cycling', 'Turn Right To Stay On Woodlands Ring Road'], ['Left', 'WOODLANDS DRIVE 65', 142, '1.436005,103.801237', 60, '142m', 'South East', 'South West', 'cycling', 'Turn Left Onto Woodlands Drive 65'], ['Left', 'Woodlands', 461, '1.435172,103.802198', 170, '461m', 'North East', 'South East', 'cycling', 'Turn Left Onto Woodlands'], ['Right', 'WOODLANDS DRIVE 63', 15, '1.438762,103.802901', 14, '15m', 'North East', 'North', 'cycling', 'Turn Right Onto Woodlands Drive 63'], ['Left', 'WOODLANDS AVENUE 6', 208, '1.438816,103.803025', 83, '208m', 'North West', 'North East', 'cycling', 'Turn Left Onto Woodlands Avenue 6'], ['Left', 'WOODLANDS AVENUE 6', 16, '1.44053,103.802273', 10, '16m', 'South West', 'North West', 'cycling', 'Turn Left To Stay On Woodlands Avenue 6'], ['Right', 'Woodlands', 95, '1.440475,103.802143', 43, '95m', 'North West', 'South West', 'cycling', 'Turn Right Onto Woodlands'], ['Left', 'WOODLANDS AVENUE 6', 3, '1.441244,103.801818', 5, '3m', 'West', 'North', 'cycling', 'Turn Left Onto Woodlands Avenue 6'], ['Left', 'Woodlands Ave 7 PC', 113, '1.441249,103.801799', 41, '113m', 'South West', 'West', 'cycling', 'Turn Left Onto Woodlands Ave 7 Pc'], ['Left', 'Woodlands Ave 7 PC', 0, '1.440802,103.800896', 0, '0m', 'North', 'South West', 'cycling', 'You Have Arrived At Your Destination, On The Left']], 'route_name': ['WOODLANDS RING ROAD', 'Woodlands'], 'route_summary': {'start_point': 'WOODLANDS RING ROAD', 'end_point': 'Woodlands Ave 7 PC', 'total_time': 554, 'total_distance': 1331}}",['Origin to Destination'],1.331,9.233333333,643 WOODLANDS RING ROAD,7.855670103092784,0.0,12.383333333333333,-3.1500000003333337,0.0
1,1.4434071088587417,103.80198689653628,235,A,ADMIRALTY MRT STATION,1.440588562,103.8009905,12,0.3324037214734436,"coordinate_pair(lat_x=1.4434071088587417, lon_x=103.80198689653628, lat_y=1.440588562, lon_y=103.8009905)","{'status_message': 'Found route between points', 'route_geometry': 'yzxGazpxRn@lBL\\HTTI~@[VKpAc@t@UXKRGHLBDDBFFDBjAfD', 'status': 0, 'route_instructions': [['Right', 'WOODLANDS AVENUE 6', 99, '1.443168,103.80209', 44, '99m', 'South West', 'North', 'cycling', 'Head Southwest On Woodlands Avenue 6'], ['Left', 'WOODLANDS AVENUE 6', 178, '1.442812,103.801278', 68, '178m', 'South East', 'South West', 'cycling', 'Turn Left To Stay On Woodlands Avenue 6'], ['Right', 'Woodlands (SLE) Park Connector', 18, '1.441346,103.801921', 7, '18m', 'South West', 'South East', 'cycling', 'Turn Right Onto Woodlands (Sle) Park Connector'], ['Straight', 'Woodlands Ave 7 PC', 113, '1.441249,103.801799', 41, '113m', 'South West', 'South West', 'cycling', 'Continue Onto Woodlands Ave 7 Pc'], ['Left', 'Woodlands Ave 7 PC', 0, '1.440802,103.800896', 0, '0m', 'North', 'South West', 'cycling', 'You Have Arrived At Your Destination, On The Left']], 'route_name': ['WOODLANDS AVENUE 6', 'Woodlands Ave 7 PC'], 'route_summary': {'start_point': 'WOODLANDS AVENUE 6', 'end_point': 'Woodlands Ave 7 PC', 'total_time': 158, 'total_distance': 407}}",['Origin to Destination'],0.407,2.633333333,788 WOODLANDS AVENUE 6,7.451354534746761,-1.0,6.566666666666666,-3.9333333336666665,0.0
2,1.4393921827918208,103.80412081687372,513,A,ADMIRALTY MRT STATION,1.440588562,103.8009905,12,0.3725282100399313,"coordinate_pair(lat_x=1.4393921827918208, lon_x=103.80412081687372, lat_y=1.440588562, lon_y=103.8009905)","{'status_message': 'Found route between points', 'route_geometry': 'ocxGsfqxREKTGjBhFYJmEzAmBn@HXC@yAf@k@ZMEAB??FFDBjAfD', 'status': 0, 'route_instructions': [['Right', 'WOODLANDS DRIVE 62', 8, '1.439443,103.804097', 8, '8m', 'North East', 'North', 'cycling', 'Head Northeast On Woodlands Drive 62'], ['Uturn', 'WOODLANDS DRIVE 62', 158, '1.439474,103.804162', 65, '158m', 'South', 'North East', 'cycling', 'Make A U-turn And Continue On Woodlands Drive 62'], ['Right', 'WOODLANDS AVENUE 6', 208, '1.438816,103.803025', 83, '208m', 'North West', 'South West', 'cycling', 'Turn Right Onto Woodlands Avenue 6'], ['Left', 'WOODLANDS AVENUE 6', 16, '1.44053,103.802273', 10, '16m', 'South West', 'North West', 'cycling', 'Turn Left To Stay On Woodlands Avenue 6'], ['Right', 'Woodlands', 95, '1.440475,103.802143', 43, '95m', 'North West', 'South West', 'cycling', 'Turn Right Onto Woodlands'], ['Left', 'WOODLANDS AVENUE 6', 3, '1.441244,103.801818', 5, '3m', 'West', 'North', 'cycling', 'Turn Left Onto Woodlands Avenue 6'], ['Left', 'Woodlands Ave 7 PC', 113, '1.441249,103.801799', 41, '113m', 'South West', 'West', 'cycling', 'Turn Left Onto Woodlands Ave 7 Pc'], ['Left', 'Woodlands Ave 7 PC', 0, '1.440802,103.800896', 0, '0m', 'North', 'South West', 'cycling', 'You Have Arrived At Your Destination, On The Left']], 'route_name': ['WOODLANDS DRIVE 62', 'WOODLANDS AVENUE 6'], 'route_summary': {'start_point': 'WOODLANDS DRIVE 62', 'end_point': 'Woodlands Ave 7 PC', 'total_time': 253, 'total_distance': 599}}",['Origin to Destination'],0.599,4.216666667,GREENWOOD PRIMARY SCHOOL,7.749089181054966,-1.0,7.766666666666667,-3.5499999996666665,0.0
3,1.4383527950723751,103.79833297097744,4,A,ADMIRALTY MRT STATION,1.440588562,103.8009905,12,0.3860987837174408,"coordinate_pair(lat_x=1.4383527950723751, lon_x=103.79833297097744, lat_y=1.440588562, lon_y=103.8009905)","{'status_message': 'Found route between points', 'route_geometry': 'c|wGubpxRFCi@_BW}@cBwEIEKAk@RMYwCbAY\\GAIW@C?C@QOY}@iC', 'status': 0, 'route_instructions': [['Straight', 'WOODLANDS RING ROAD', 6, '1.43826,103.798351', 10, '6m', 'South East', 'North', 'cycling', 'Head Southeast On Woodlands Ring Road'], ['Left', 'WOODLANDS RING ROAD', 59, '1.438218,103.798373', 21, '59m', 'North East', 'South East', 'cycling', 'Turn Left To Stay On Woodlands Ring Road'], ['Straight', 'WOODLANDS DRIVE 71', 209, '1.438427,103.798854', 79, '209m', 'North East', 'North East', 'cycling', 'Continue Onto Woodlands Drive 71'], ['Right', 'WOODLANDS DRIVE 71', 17, '1.439384,103.800183', 14, '17m', 'North East', 'North West', 'cycling', 'Turn Right To Stay On Woodlands Drive 71'], ['Left', 'WOODLANDS DRIVE 71', 92, '1.439452,103.800312', 34, '92m', 'North West', 'North East', 'cycling', 'Turn Left To Stay On Woodlands Drive 71'], ['Slight Left', 'WOODLANDS DRIVE 71', 23, '1.440207,103.799965', 13, '23m', 'North West', 'North West', 'cycling', 'Make A Slight Left To Stay On Woodlands Drive 71'], ['Sharp Right', 'Woodlands Ave 7 PC', 135, '1.440339,103.799816', 49, '135m', 'North East', 'North West', 'cycling', 'Make A Sharp Right Onto Woodlands Ave 7 Pc'], ['Right', 'Woodlands Ave 7 PC', 0, '1.440802,103.800896', 0, '0m', 'North', 'North East', 'cycling', 'You Have Arrived At Your Destination, On The Right']], 'route_name': ['WOODLANDS DRIVE 71', 'Woodlands Ave 7 PC'], 'route_summary': {'start_point': 'WOODLANDS RING ROAD', 'end_point': 'Woodlands Ave 7 PC', 'total_time': 218, 'total_distance': 537}}",['Origin to Destination'],0.537,3.633333333,669 WOODLANDS RING ROAD,7.659553736724155,0.0,10.283333333333331,-6.650000000333332,0.0
4,1.4420642728229487,103.79756083989692,278,A,ADMIRALTY MRT STATION,1.440588562,103.8009905,12,0.4150543171759299,"coordinate_pair(lat_x=1.4420642728229487, lon_x=103.79756083989692, lat_y=1.440588562, lon_y=103.8009905)","{'status_message': 'Found route between points', 'route_geometry': '_txGw}oxRBxADJNF?VA\\IBGF@lAH`@_@PpAnBJE\\Ol@Mp@IjAE|@?H?H?B?H?|@CD?\\A`@GL?J?FBVA@?L?LUBEFM@GFI?G?e@GsAKgAGi@IWEAECCGQw@a@uAQg@CUAIM[_@kAq@cCg@KEAGAIW@C?C@QOY}@iC', 'status': 0, 'route_instructions': [['Head', 'WOODLANDS DRIVE 70', 68, '1.442082,103.79756', 27, '68m', 'West', 'North', 'cycling', 'Head West On Woodlands Drive 70'], ['Right', 'WOODLANDS DRIVE 40', 30, '1.441949,103.797009', 13, '30m', 'West', 'South West', 'cycling', 'Turn Right Onto Woodlands Drive 40'], ['Right', 'WOODLANDS DRIVE 40', 76, '1.441959,103.796743', 31, '76m', 'North West', 'West', 'cycling', 'Turn Right Onto Woodlands Drive 40'], ['Right', 'WOODLANDS DRIVE 40', 20, '1.441994,103.796118', 17, '20m', 'North West', 'West', 'cycling', 'Turn Right To Stay On Woodlands Drive 40'], ['Left', 'WOODLANDS DRIVE 40', 78, '1.442149,103.796029', 36, '78m', 'South West', 'North West', 'cycling', 'Turn Left To Stay On Woodlands Drive 40'], ['Left', 'Admiralty West Park Connector', 292, '1.441735,103.795465', 108, '292m', 'South East', 'South West', 'cycling', 'Turn Left Onto Admiralty West Park Connector'], ['Left', 'Woodlands (SLE) Park Connector', 15, '1.439158,103.795793', 6, '15m', 'South East', 'South', 'cycling', 'Turn Left Onto Woodlands (Sle) Park Connector'], ['Straight', 'Woodlands Ave 7 PC', 617, '1.439088,103.795903', 223, '617m', 'South East', 'South East', 'cycling', 'Continue Onto Woodlands Ave 7 Pc'], ['Right', 'Woodlands Ave 7 PC', 0, '1.440802,103.800896', 0, '0m', 'North', 'North East', 'cycling', 'You Have Arrived At Your Destination, On The Right']], 'route_name': ['Admiralty West Park Connector', 'Woodlands Ave 7 PC'], 'route_summary': {'start_point': 'WOODLANDS DRIVE 70', 'end_point': 'Woodlands Ave 7 PC', 'total_time': 457, 'total_distance': 1193}}",['Origin to Destination'],1.193,7.616666667,713 WOODLANDS DRIVE 70,7.440212970494713,0.0,10.35,-2.733333333,0.0
5,1.3153658992632251,103.8831764568889,711,A,ALJUNIED MRT STATION,1.316432612,103.882906,9,0.1223641646432064,"coordinate_pair(lat_x=1.3153658992632251, lon_x=103.8831764568889, lat_y=1.316432612, lon_y=103.882906)","{'status_message': 'Found route between points', 'route_geometry': 'c|_Gmt`yRYCcD[', 'status': 0, 'route_instructions': [['Right', 'LORONG 25A GEYLANG', 108, '1.315376,103.883111', 39, '108m', 'North', 'North', 'cycling', 'Head North On Lorong 25a Geylang'], ['Left', 'LORONG 25A GEYLANG', 0, '1.316333,103.883265', 0, '0m', 'North', 'North', 'cycling', 'You Have Arrived At Your Destination, On The Left']], 'route_name': ['LORONG 25A GEYLANG'], 'route_summary': {'start_point': 'LORONG 25A GEYLANG', 'end_point': 'LORONG 25A GEYLANG', 'total_time': 39, 'total_distance': 108}}",['Origin to Destination'],0.108,0.65,56 LORONG 25A GEYLANG,7.68375325803649,0.0,2.066666666666667,-1.416666666666667,0.0
6,1.3178690088658265,103.88628366533996,83,A,ALJUNIED MRT STATION,1.316432612,103.882906,9,0.4080388849664685,"coordinate_pair(lat_x=1.3178690088658263, lon_x=103.88628366533996, lat_y=1.316432612, lon_y=103.882906)","{'status_message': 'Found route between points', 'route_geometry': 'cm`GohayRG{@l@GJMNS\\C|@f@Jv@Wf@Y@]Ds@lA`Bl@hE|AXFH?jBP`@Aj@nFV~BaAIcD[', 'status': 0, 'route_instructions': [['Right', 'GEYLANG EAST AVENUE 1', 33, '1.318101,103.886323', 16, '33m', 'East', 'North', 'cycling', 'Head East On Geylang East Avenue 1'], ['Right', 'GEYLANG EAST AVENUE 1', 251, '1.318142,103.886615', 102, '251m', 'South', 'East', 'cycling', 'Turn Right To Stay On Geylang East Avenue 1'], ['Left', 'GEYLANG EAST AVENUE 1', 284, '1.317914,103.885736', 106, '284m', 'South West', 'North West', 'cycling', 'Turn Left Onto Geylang East Avenue 1'], ['Right', 'SIMS AVENUE', 209, '1.315516,103.884919', 194, '209m', 'West', 'South', 'pushing bike', 'Turn Right Onto Sims Avenue'], ['Right', 'LORONG 25A GEYLANG', 130, '1.315176,103.883079', 47, '130m', 'North', 'West', 'cycling', 'Turn Right Onto Lorong 25a Geylang'], ['Left', 'LORONG 25A GEYLANG', 0, '1.316333,103.883265', 0, '0m', 'North', 'North', 'cycling', 'You Have Arrived At Your Destination, On The Left']], 'route_name': ['GEYLANG EAST AVENUE 1', 'SIMS AVENUE'], 'route_summary': {'start_point': 'GEYLANG EAST AVENUE 1', 'end_point': 'LORONG 25A GEYLANG', 'total_time': 464, 'total_distance': 905}}",['Origin to Destination'],0.905,7.733333333,GEYLANG EAST GROVE,7.396872408482407,0.0,8.7,-0.9666666669999993,0.0
7,1.3122545489648685,103.88358437205372,919,A,ALJUNIED MRT STATION,1.316432612,103.882906,9,0.4706601245937065,"coordinate_pair(lat_x=1.3122545489648683, lon_x=103.88358437205372, lat_y=1.316432612, lon_y=103.882906)","{'status_message': 'Found route between points', 'route_geometry': 'qh_Gyu`yRwEDFh@D\\wDlAaANkBFYaCaAIcD[', 'status': 0, 'route_instructions': [['Right', 'LORONG 24 GEYLANG', 120, '1.312247,103.88333', 119, '120m', 'North', 'North', 'pushing bike', 'Head North On Lorong 24 Geylang'], ['Left', 'GEYLANG ROAD', 41, '1.313331,103.883297', 18, '41m', 'West', 'North', 'cycling', 'Turn Left Onto Geylang Road'], ['Right', 'LORONG 25 GEYLANG', 209, '1.313257,103.882938', 79, '209m', 'North West', 'West', 'cycling', 'Turn Right Onto Lorong 25 Geylang'], ['Right', 'SIMS AVENUE', 74, '1.31505,103.882429', 32, '74m', 'East', 'North', 'cycling', 'Turn Right Onto Sims Avenue'], ['Left', 'LORONG 25A GEYLANG', 130, '1.315176,103.883079', 47, '130m', 'North', 'East', 'cycling', 'Turn Left Onto Lorong 25a Geylang'], ['Left', 'LORONG 25A GEYLANG', 0, '1.316333,103.883265', 0, '0m', 'North', 'North', 'cycling', 'You Have Arrived At Your Destination, On The Left']], 'route_name': ['LORONG 24 GEYLANG', 'LORONG 25 GEYLANG'], 'route_summary': {'start_point': 'LORONG 24 GEYLANG', 'end_point': 'LORONG 25A GEYLANG', 'total_time': 293, 'total_distance': 573}}",['Origin to Destination'],0.573,4.883333333,EDENZ LOFT,7.531933185949398,0.0,7.516666666666667,-2.633333333666666,0.0
8,1.3171248251194296,103.87774943658016,260,A,ALJUNIED MRT STATION,1.316432612,103.882906,9,0.5783767895476879,"coordinate_pair(lat_x=1.3171248251194296, lon_x=103.87774943658017, lat_y=1.316432612, lon_y=103.882906)","{'status_message': 'Found route between points', 'route_geometry': '_g`Gmt_yR~@?P?xAEzAKb@EfG}@GWQeBa@qD[sCU{BI{@Gk@MmAGk@YaCaAIcD[', 'status': 0, 'route_instructions': [['Right', 'SIMS DRIVE', 147, '1.317122,103.877992', 53, '147m', 'South', 'North', 'cycling', 'Head South On Sims Drive'], ['Straight', 'LORONG 17 GEYLANG', 170, '1.315802,103.878078', 70, '170m', 'South', 'South', 'cycling', 'Continue Onto Lorong 17 Geylang'], ['Left', 'SIMS AVENUE', 528, '1.314304,103.878415', 196, '528m', 'East', 'South', 'cycling', 'Turn Left Onto Sims Avenue'], ['Left', 'LORONG 25A GEYLANG', 130, '1.315176,103.883079', 47, '130m', 'North', 'East', 'cycling', 'Turn Left Onto Lorong 25a Geylang'], ['Left', 'LORONG 25A GEYLANG', 0, '1.316333,103.883265', 0, '0m', 'North', 'North', 'cycling', 'You Have Arrived At Your Destination, On The Left']], 'route_name': ['LORONG 17 GEYLANG', 'SIMS AVENUE'], 'route_summary': {'start_point': 'SIMS DRIVE', 'end_point': 'LORONG 25A GEYLANG', 'total_time': 365, 'total_distance': 974}}",['Origin to Destination'],0.974,6.083333333,PAN-I COMPLEX,6.832403481365766,0.0,13.766666666666667,-7.683333333666668,0.0
9,1.3214774292694007,103.88459842366728,337,A,ALJUNIED MRT STATION,1.316432612,103.882906,9,0.5916673745623546,"coordinate_pair(lat_x=1.3214774292694007, lon_x=103.88459842366728, lat_y=1.316432612, lon_y=103.882906)","{'status_message': 'Found route between points', 'route_geometry': 'gbaG}~`yRz@?hAA@\\JzD`@Cz@AX?LAb@A^A^?tAEpBE?~@B`B@zAZ~@X\\`@Th@J~MTr@KZKLU@a@Gk@YaCaAIcD[', 'status': 0, 'route_instructions': [['Right', 'ALJUNIED CRESCENT', 75, '1.321479,103.88479', 31, '75m', 'South', 'North', 'cycling', 'Head South On Aljunied Crescent'], ['Right', 'ALJUNIED CRESCENT', 122, '1.320805,103.884804', 53, '122m', 'West', 'South', 'cycling', 'Turn Right To Stay On Aljunied Crescent'], ['Left', 'ALJUNIED CRESCENT', 240, '1.320735,103.883711', 91, '240m', 'South', 'West', 'cycling', 'Turn Left To Stay On Aljunied Crescent'], ['Right', 'GEYLANG EAST CENTRAL', 142, '1.318574,103.883829', 52, '142m', 'West', 'South', 'cycling', 'Turn Right Onto Geylang East Central'], ['Slight Left', 'GEYLANG EAST CENTRAL', 108, '1.318542,103.882557', 39, '108m', 'South West', 'West', 'cycling', 'Make A Slight Left To Stay On Geylang East Central'], ['Straight', 'ALJUNIED ROAD', 266, '1.317886,103.881922', 96, '266m', 'South', 'South', 'cycling', 'Go Straight Onto Aljunied Road'], ['Slight Left', 'ALJUNIED ROAD', 80, '1.315491,103.881812', 29, '80m', 'South', 'South', 'cycling', 'Make A Slight Left To Stay On Aljunied Road'], ['Straight', 'SIMS AVENUE', 99, '1.315006,103.882208', 41, '99m', 'East', 'East', 'cycling', 'Go Straight Onto Sims Avenue'], ['Left', 'LORONG 25A GEYLANG', 130, '1.315176,103.883079', 47, '130m', 'North', 'East', 'cycling', 'Turn Left Onto Lorong 25a Geylang'], ['Left', 'LORONG 25A GEYLANG', 0, '1.316333,103.883265', 0, '0m', 'North', 'North', 'cycling', 'You Have Arrived At Your Destination, On The Left']], 'route_name': ['ALJUNIED CRESCENT', 'ALJUNIED ROAD'], 'route_summary': {'start_point': 'ALJUNIED CRESCENT', 'end_point': 'LORONG 25A GEYLANG', 'total_time': 476, 'total_distance': 1258}}",['Origin to Destination'],1.258,7.933333333,99 ALJUNIED CRESCENT,5.82378075733019,0.0,13.483333333333333,-5.550000000333332,0.0
