,Unnamed: 0,Latitude_x,Longitude_x,index_x,join_key,Latitude_y,Longitude_y,index_y,euclidean_distance,coordinate_pair,distance,duration,centroid_name,MRT_Name
206,205,1.3974307557931205,103.91380149062728,153,A,1.393909229,103.9125808,39,0.4144208597847805,"coordinate_pair(lat_x=1.3974307557931203, lon_x=103.91380149062728, lat_y=1.393909229, lon_y=103.9125808)",0.698,4.283333333333333,RIVER ISLES,CORAL EDGE LRT STATION
207,206,1.3989381012242923,103.91017661708035,266,A,1.393909229,103.9125808,39,0.6197680299361169,"coordinate_pair(lat_x=1.3989381012242923, lon_x=103.91017661708035, lat_y=1.393909229, lon_y=103.9125808)",1.292,8.333333333333334,189 PUNGGOL CENTRAL,CORAL EDGE LRT STATION
208,207,1.3899114203180352,103.90844068671731,145,A,1.393909229,103.9125808,39,0.6398579510231961,"coordinate_pair(lat_x=1.3899114203180352, lon_x=103.90844068671731, lat_y=1.393909229, lon_y=103.9125808)",29.912,183.9,RIVERVALE DELTA,CORAL EDGE LRT STATION
209,208,1.3975614519124175,103.90672415709751,54,A,1.393909229,103.9125808,39,0.7673146720339116,"coordinate_pair(lat_x=1.3975614519124175, lon_x=103.90672415709751, lat_y=1.393909229, lon_y=103.9125808)",0.892,5.583333333333333,107A EDGEFIELD PLAINS,CORAL EDGE LRT STATION
210,210,1.3975614519124175,103.90672415709751,54,A,1.399281988,103.9059619,10,0.2092396111381791,"coordinate_pair(lat_x=1.3975614519124175, lon_x=103.90672415709751, lat_y=1.399281988, lon_y=103.9059619)",0.249,1.5166666666666666,107A EDGEFIELD PLAINS,COVE LRT STATION
211,211,1.3989381012242923,103.91017661708035,266,A,1.399281988,103.9059619,10,0.4700732857528871,"coordinate_pair(lat_x=1.3989381012242923, lon_x=103.91017661708035, lat_y=1.399281988, lon_y=103.9059619)",0.696,4.65,189 PUNGGOL CENTRAL,COVE LRT STATION
212,212,1.4011713380623023,103.90169484277304,85,A,1.399281988,103.9059619,10,0.5187758603586734,"coordinate_pair(lat_x=1.4011713380623023, lon_x=103.90169484277304, lat_y=1.399281988, lon_y=103.9059619)",0.584,3.6166666666666663,MASJID AL-ISLAH,COVE LRT STATION
213,213,1.4044127878154389,103.90767593702245,25,A,1.399281988,103.9059619,10,0.6014943717948188,"coordinate_pair(lat_x=1.4044127878154387, lon_x=103.90767593702245, lat_y=1.399281988, lon_y=103.9059619)",0.77,5.2,PUNGGOL LODGE,COVE LRT STATION
214,214,1.394430748737401,103.90349754719496,167,A,1.399281988,103.9059619,10,0.6050061515804387,"coordinate_pair(lat_x=1.394430748737401, lon_x=103.90349754719496, lat_y=1.399281988, lon_y=103.9059619)",26.795,165.73333333333332,RIVERVALE GATEWAY,COVE LRT STATION
215,215,1.3086360272035835,103.88541244775529,105,A,1.308547984,103.8890647,3,0.4061240194779857,"coordinate_pair(lat_x=1.3086360272035835, lon_x=103.88541244775529, lat_y=1.308547984, lon_y=103.8890647)",0.628,4.116666666666666,MULTI STOREY CAR PARK,DAKOTA MRT STATION
216,215,1.3042145815227677,103.8881553373798,72,A,1.308547984,103.8890647,3,0.4923423007179629,"coordinate_pair(lat_x=1.3042145815227677, lon_x=103.8881553373798, lat_y=1.308547984, lon_y=103.8890647)",1.496,9.566666666666666,68A GOODMAN ROAD,DAKOTA MRT STATION
217,216,1.308042208306848,103.89405968824182,160,A,1.308547984,103.8890647,3,0.5581133582735955,"coordinate_pair(lat_x=1.308042208306848, lon_x=103.89405968824182, lat_y=1.308547984, lon_y=103.8890647)",0.903,5.733333333333333,14 WAREHAM ROAD,DAKOTA MRT STATION
218,217,1.313565514601674,103.88772647647792,207,A,1.308547984,103.8890647,3,0.577416721445827,"coordinate_pair(lat_x=1.313565514601674, lon_x=103.88772647647792, lat_y=1.308547984, lon_y=103.8890647)",0.742,5.45,GEYLANG CONSERVATION AREA,DAKOTA MRT STATION
219,218,1.3124794150849537,103.8930364153266,97,A,1.308547984,103.8890647,3,0.6213241950013404,"coordinate_pair(lat_x=1.3124794150849537, lon_x=103.8930364153266, lat_y=1.308547984, lon_y=103.8890647)",1.174,7.666666666666667,36 PEBBLE LANE,DAKOTA MRT STATION
220,220,1.4044127878154389,103.90767593702245,25,A,1.405234836,103.9086035,119,0.1377928664660848,"coordinate_pair(lat_x=1.4044127878154387, lon_x=103.90767593702245, lat_y=1.405234836, lon_y=103.9086035)",0.41,2.783333333333333,PUNGGOL LODGE,DAMAI LRT STATION
221,221,1.40302773351769,103.91363269662236,133,A,1.405234836,103.9086035,119,0.6105495902069916,"coordinate_pair(lat_x=1.40302773351769, lon_x=103.91363269662236, lat_y=1.405234836, lon_y=103.9086035)",0.995,6.15,OASIS TERRACES,DAMAI LRT STATION
222,222,1.3989381012242923,103.91017661708035,266,A,1.405234836,103.9086035,119,0.7216720746537191,"coordinate_pair(lat_x=1.3989381012242923, lon_x=103.91017661708035, lat_y=1.405234836, lon_y=103.9086035)",0.959,6.066666666666666,189 PUNGGOL CENTRAL,DAMAI LRT STATION
223,223,1.3975614519124175,103.90672415709751,54,A,1.405234836,103.9086035,119,0.8784444285448897,"coordinate_pair(lat_x=1.3975614519124175, lon_x=103.90672415709751, lat_y=1.405234836, lon_y=103.9086035)",4.204,25.78333333333333,107A EDGEFIELD PLAINS,DAMAI LRT STATION
224,224,1.4011713380623023,103.90169484277304,85,A,1.405234836,103.9086035,119,0.8910380385911062,"coordinate_pair(lat_x=1.4011713380623023, lon_x=103.90169484277304, lat_y=1.405234836, lon_y=103.9086035)",3.49,21.433333333333334,MASJID AL-ISLAH,DAMAI LRT STATION
225,225,1.3027162422524157,103.84837247621884,147,A,1.298655224,103.8461942,2,0.5123940365489983,"coordinate_pair(lat_x=1.3027162422524157, lon_x=103.84837247621884, lat_y=1.298655224, lon_y=103.8461942)",1.329,10.183333333333334,11 UPPER WILKIE ROAD,DHOBY GHAUT MRT STATION
226,226,1.2972337943804126,103.84097632354472,82,A,1.298655224,103.8461942,2,0.6012009261011222,"coordinate_pair(lat_x=1.2972337943804126, lon_x=103.84097632354472, lat_y=1.298655224, lon_y=103.8461942)",0.875,5.316666666666666,OXLEY RESIDENCE,DHOBY GHAUT MRT STATION
227,225,1.3001754928952325,103.85261752754148,125,A,1.298655224,103.8461942,2,0.7337949984879591,"coordinate_pair(lat_x=1.3001754928952323, lon_x=103.85261752754148, lat_y=1.298655224, lon_y=103.8461942)",1.041,8.566666666666666,FORTUNE CENTRE,DHOBY GHAUT MRT STATION
228,227,1.2926587246321704,103.83973365789451,271,A,1.298655224,103.8461942,2,0.9800006299401344,"coordinate_pair(lat_x=1.2926587246321704, lon_x=103.83973365789451, lat_y=1.298655224, lon_y=103.8461942)",1.587,9.85,GAMBIER COURT,DHOBY GHAUT MRT STATION
229,228,1.3047611995335988,103.83909072108058,263,A,1.298655224,103.8461942,2,1.0414181637632955,"coordinate_pair(lat_x=1.3047611995335988, lon_x=103.83909072108058, lat_y=1.298655224, lon_y=103.8461942)",1.667,10.566666666666666,EMERALD HILL CONSERVATION AREA,DHOBY GHAUT MRT STATION
230,230,1.3146191641614215,103.7798088795728,214,A,1.311405293,103.7786378,6,0.3803398875107344,"coordinate_pair(lat_x=1.3146191641614215, lon_x=103.7798088795728, lat_y=1.311405293, lon_y=103.7786378)",3.131,19.266666666666666,HOLLAND GROVE PARK,DOVER MRT STATION
231,231,1.3134245789821215,103.7837207588084,140,A,1.311405293,103.7786378,6,0.6080281804034364,"coordinate_pair(lat_x=1.3134245789821215, lon_x=103.78372075880839, lat_y=1.311405293, lon_y=103.7786378)",2.558,15.7,HENRY PARK,DOVER MRT STATION
232,232,1.3055679312724704,103.77816936990864,228,A,1.311405293,103.7786378,6,0.6511704807667409,"coordinate_pair(lat_x=1.3055679312724704, lon_x=103.77816936990865, lat_y=1.311405293, lon_y=103.7786378)",1.464,9.333333333333334,SINGAPORE - MAIN ISLAND,DOVER MRT STATION
233,233,1.3175319184650591,103.78161384187392,29,A,1.311405293,103.7786378,6,0.7573321810720637,"coordinate_pair(lat_x=1.3175319184650591, lon_x=103.78161384187392, lat_y=1.311405293, lon_y=103.7786378)",2.927,18.35,HOLLAND GARDENS,DOVER MRT STATION
234,230,1.3057662989339631,103.7833262606836,70,A,1.311405293,103.7786378,6,0.8153587667069897,"coordinate_pair(lat_x=1.3057662989339631, lon_x=103.7833262606836, lat_y=1.311405293, lon_y=103.7786378)",0.956,5.983333333333333,DOVER PARKVIEW,DOVER MRT STATION
235,235,1.2820690443978917,103.84846956995324,202,A,1.279446382,103.8528408,138,0.5667284178223241,"coordinate_pair(lat_x=1.2820690443978917, lon_x=103.84846956995324, lat_y=1.279446382, lon_y=103.8528408)",0.743,5.283333333333333,TELOK AYER MRT STATION,DOWNTOWN MRT STATION
236,235,1.2855382001095763,103.84177430019191,51,A,1.279446382,103.8528408,138,1.4043893531295406,"coordinate_pair(lat_x=1.2855382001095763, lon_x=103.84177430019191, lat_y=1.279446382, lon_y=103.8528408)",2.173,13.416666666666666,PEARL'S HILL CARE HOME,DOWNTOWN MRT STATION
237,236,1.2756419763680185,103.83950412311589,96,A,1.279446382,103.8528408,138,1.5417730405028602,"coordinate_pair(lat_x=1.2756419763680185, lon_x=103.83950412311589, lat_y=1.279446382, lon_y=103.8528408)",2.593,16.816666666666666,CANTONMENT PRIMARY SCHOOL,DOWNTOWN MRT STATION
238,236,1.276072710187416,103.83886365474352,81,A,1.279446382,103.8528408,138,1.5984444033699143,"coordinate_pair(lat_x=1.2760727101874159, lon_x=103.83886365474352, lat_y=1.279446382, lon_y=103.8528408)",2.419,15.766666666666667,MULTI STOREY CAR PARK,DOWNTOWN MRT STATION
239,237,1.2926587246321704,103.83973365789451,271,A,1.279446382,103.8528408,138,2.069171866016922,"coordinate_pair(lat_x=1.2926587246321704, lon_x=103.83973365789451, lat_y=1.279446382, lon_y=103.8528408)",3.18,19.616666666666667,GAMBIER COURT,DOWNTOWN MRT STATION
240,240,1.2979025506259088,103.856830991058,115,A,1.293657725,103.8550812,0,0.5105136687542056,"coordinate_pair(lat_x=1.2979025506259088, lon_x=103.856830991058, lat_y=1.293657725, lon_y=103.8550812)",0.634,4.233333333333333,2 LIANG SEAH STREET,ESPLANADE MRT STATION
241,240,1.3001754928952325,103.85261752754148,125,A,1.293657725,103.8550812,0,0.7747651317788988,"coordinate_pair(lat_x=1.3001754928952323, lon_x=103.85261752754148, lat_y=1.293657725, lon_y=103.8550812)",1.016,6.416666666666667,FORTUNE CENTRE,ESPLANADE MRT STATION
242,241,1.3027162422524157,103.84837247621884,147,A,1.293657725,103.8550812,0,1.2533035070514111,"coordinate_pair(lat_x=1.3027162422524157, lon_x=103.84837247621884, lat_y=1.293657725, lon_y=103.8550812)",1.595,10.033333333333331,11 UPPER WILKIE ROAD,ESPLANADE MRT STATION
243,242,1.2820690443978917,103.84846956995324,202,A,1.293657725,103.8550812,0,1.4834798829704314,"coordinate_pair(lat_x=1.2820690443978917, lon_x=103.84846956995324, lat_y=1.293657725, lon_y=103.8550812)",2.083,12.966666666666669,TELOK AYER MRT STATION,ESPLANADE MRT STATION
244,241,1.3069895284265052,103.85441914432418,201,A,1.293657725,103.8550812,0,1.4842547495443108,"coordinate_pair(lat_x=1.3069895284265052, lon_x=103.85441914432418, lat_y=1.293657725, lon_y=103.8550812)",2.014,13.816666666666666,52 CHITTY ROAD,ESPLANADE MRT STATION
245,245,1.321696370933544,103.90258499594844,146,A,1.319783549,103.9032258,46,0.2243080171890685,"coordinate_pair(lat_x=1.3216963709335439, lon_x=103.90258499594844, lat_y=1.319783549, lon_y=103.9032258)",0.308,1.95,9 EUNOS CRESCENT,EUNOS MRT STATION
246,246,1.3174415186611363,103.89897194600712,232,A,1.319783549,103.9032258,46,0.539848762758156,"coordinate_pair(lat_x=1.3174415186611363, lon_x=103.89897194600712, lat_y=1.319783549, lon_y=103.9032258)",1.66,10.883333333333333,SRI GEYLANG SERAI,EUNOS MRT STATION
247,245,1.3148194947867664,103.9032593475772,233,A,1.319783549,103.9032258,46,0.551990242234606,"coordinate_pair(lat_x=1.3148194947867664, lon_x=103.9032593475772, lat_y=1.319783549, lon_y=103.9032258)",1.616,10.15,130 JOO CHIAT TERRACE,EUNOS MRT STATION
248,246,1.3170717371842195,103.90791930392396,180,A,1.319783549,103.9032258,46,0.6026235705007521,"coordinate_pair(lat_x=1.3170717371842195, lon_x=103.90791930392396, lat_y=1.319783549, lon_y=103.9032258)",1.908,12.533333333333331,RESIDENCE 81,EUNOS MRT STATION
249,247,1.3234956754949063,103.907747221298,270,A,1.319783549,103.9032258,46,0.6503929757129671,"coordinate_pair(lat_x=1.3234956754949063, lon_x=103.907747221298, lat_y=1.319783549, lon_y=103.9032258)",1.155,8.233333333333333,KEMBANGAN ESTATE,EUNOS MRT STATION
250,250,1.339211278889422,103.95623835917428,12,A,1.335382526,103.9623747,105,0.8040978538237435,"coordinate_pair(lat_x=1.339211278889422, lon_x=103.95623835917428, lat_y=1.335382526, lon_y=103.9623747)",1.151,7.716666666666667,SUNBIRD VIEW,EXPO MRT STATION
251,251,1.3433287301094528,103.9606413942834,171,A,1.335382526,103.9623747,105,0.9043427194278774,"coordinate_pair(lat_x=1.3433287301094528, lon_x=103.96064139428341, lat_y=1.335382526, lon_y=103.9623747)",1.227,8.416666666666666,47 MERAGI ROAD,EXPO MRT STATION
252,250,1.343875915636728,103.95779739796367,165,A,1.335382526,103.9623747,105,1.0727741100168968,"coordinate_pair(lat_x=1.343875915636728, lon_x=103.95779739796367, lat_y=1.335382526, lon_y=103.9623747)",1.293,7.95,5 SIMEI LANE,EXPO MRT STATION
253,252,1.337524911991521,103.95283515081172,216,A,1.335382526,103.9623747,105,1.086888815869442,"coordinate_pair(lat_x=1.337524911991521, lon_x=103.95283515081172, lat_y=1.335382526, lon_y=103.9623747)",1.462,9.616666666666667,SEA BREEZE TERRACE,EXPO MRT STATION
254,253,1.347004231913392,103.96243581569864,87,A,1.335382526,103.9623747,105,1.292292595216877,"coordinate_pair(lat_x=1.347004231913392, lon_x=103.96243581569864, lat_y=1.335382526, lon_y=103.9623747)",1.716,10.916666666666666,EAST VIEW GARDEN,EXPO MRT STATION
255,255,1.381709788057038,103.7705887041727,41,A,1.384573177,103.7708872,133,0.3201186663322742,"coordinate_pair(lat_x=1.381709788057038, lon_x=103.7705887041727, lat_y=1.384573177, lon_y=103.7708872)",0.704,4.366666666666666,FAJAR HILLS,FAJAR LRT STATION
256,256,1.3877880612070277,103.77113132592812,122,A,1.384573177,103.7708872,133,0.3585073954675347,"coordinate_pair(lat_x=1.3877880612070277, lon_x=103.77113132592812, lat_y=1.384573177, lon_y=103.7708872)",0.548,3.5,SEGAR MEADOWS,FAJAR LRT STATION
257,257,1.3870133069886323,103.76546498208116,93,A,1.384573177,103.7708872,133,0.6610020342212274,"coordinate_pair(lat_x=1.3870133069886323, lon_x=103.76546498208116, lat_y=1.384573177, lon_y=103.7708872)",1.223,7.766666666666667,PANGSHAN VALLEY,FAJAR LRT STATION
258,258,1.377157412896861,103.76738624176596,111,A,1.384573177,103.7708872,133,0.9118197419018922,"coordinate_pair(lat_x=1.377157412896861, lon_x=103.76738624176596, lat_y=1.384573177, lon_y=103.7708872)",1.946,12.4,109 GANGSA ROAD,FAJAR LRT STATION
259,259,1.3817355029867255,103.7630425379742,221,A,1.384573177,103.7708872,133,0.9273634232014816,"coordinate_pair(lat_x=1.3817355029867255, lon_x=103.76304253797421, lat_y=1.384573177, lon_y=103.7708872)",1.849,11.716666666666669,PANSHAN GROVE,FAJAR LRT STATION
260,260,1.3971279983150324,103.88919346188892,244,A,1.397170196,103.8893048,116,0.0132361435837977,"coordinate_pair(lat_x=1.3971279983150324, lon_x=103.88919346188892, lat_y=1.397170196, lon_y=103.8893048)",0.012,0.0833333333333333,FARMWAY LRT STATION,FARMWAY LRT STATION
261,261,1.3929355444866551,103.89280301499218,49,A,1.397170196,103.8893048,116,0.61068723575238,"coordinate_pair(lat_x=1.3929355444866551, lon_x=103.89280301499218, lat_y=1.397170196, lon_y=103.8893048)",1.598,9.95,323 SENGKANG EAST WAY,FARMWAY LRT STATION
262,262,1.4021416943464815,103.89272023174956,5,A,1.397170196,103.8893048,116,0.6706262724006403,"coordinate_pair(lat_x=1.4021416943464815, lon_x=103.89272023174956, lat_y=1.397170196, lon_y=103.8893048)",24.071,148.76666666666668,MATILDA EDGE,FARMWAY LRT STATION
263,263,1.392319881660584,103.88569515873348,162,A,1.397170196,103.8893048,116,0.6722222114147054,"coordinate_pair(lat_x=1.392319881660584, lon_x=103.88569515873348, lat_y=1.397170196, lon_y=103.8893048)",1.321,8.25,MULTI STOREY CAR PARK,FARMWAY LRT STATION
264,264,1.3910348927823857,103.8886850065296,264,A,1.397170196,103.8893048,116,0.6856847763855726,"coordinate_pair(lat_x=1.3910348927823855, lon_x=103.8886850065296, lat_y=1.397170196, lon_y=103.8893048)",1.761,11.1,ANCHORVALE GARDENS,FARMWAY LRT STATION
265,265,1.312928634749774,103.85367021648912,21,A,1.3131403,103.8547547,35,0.1228333623025472,"coordinate_pair(lat_x=1.312928634749774, lon_x=103.85367021648912, lat_y=1.3131403, lon_y=103.8547547)",0.224,1.6666666666666667,CONNEXION,FARRER PARK MRT STATION
266,265,1.3152370537136828,103.85459035427516,38,A,1.3131403,103.8547547,35,0.233863086809538,"coordinate_pair(lat_x=1.3152370537136828, lon_x=103.85459035427515, lat_y=1.3131403, lon_y=103.8547547)",0.333,3.55,45B JOO AVENUE,FARRER PARK MRT STATION
267,266,1.3089131451053215,103.85358052459118,243,A,1.3131403,103.8547547,35,0.4878252683602624,"coordinate_pair(lat_x=1.3089131451053215, lon_x=103.85358052459118, lat_y=1.3131403, lon_y=103.8547547)",0.589,3.85,202 SERANGOON ROAD,FARRER PARK MRT STATION
268,267,1.3113032825751665,103.85939778353172,184,A,1.3131403,103.8547547,35,0.5551016433216702,"coordinate_pair(lat_x=1.3113032825751663, lon_x=103.85939778353173, lat_y=1.3131403, lon_y=103.8547547)",0.796,5.2,302 @ BESAR,FARRER PARK MRT STATION
269,266,1.3157576523111312,103.85019235237031,247,A,1.3131403,103.8547547,35,0.5847478450767196,"coordinate_pair(lat_x=1.3157576523111312, lon_x=103.85019235237031, lat_y=1.3131403, lon_y=103.8547547)",0.925,6.883333333333334,41 CAMBRIDGE ROAD,FARRER PARK MRT STATION
270,270,1.3172689747485051,103.8070580447481,120,A,1.317439152,103.8073792,148,0.0404062348598878,"coordinate_pair(lat_x=1.3172689747485051, lon_x=103.8070580447481, lat_y=1.317439152, lon_y=103.8073792)",0.039,0.2333333333333333,FARRER ROAD MRT STATION,FARRER ROAD MRT STATION
271,270,1.3209450050873464,103.80665666284908,80,A,1.317439152,103.8073792,148,0.3980217561117826,"coordinate_pair(lat_x=1.3209450050873464, lon_x=103.80665666284908, lat_y=1.317439152, lon_y=103.8073792)",0.723,4.666666666666667,NANYANG PRIMARY SCHOOL,FARRER ROAD MRT STATION
272,271,1.3174194918058788,103.81180332860548,135,A,1.317439152,103.8073792,148,0.4918154755950081,"coordinate_pair(lat_x=1.3174194918058788, lon_x=103.81180332860548, lat_y=1.317439152, lon_y=103.8073792)",2.198,13.933333333333334,100 GALLOP PARK ROAD,FARRER ROAD MRT STATION
273,272,1.3174630672670815,103.80280331746371,258,A,1.317439152,103.8073792,148,0.5086873701084507,"coordinate_pair(lat_x=1.3174630672670815, lon_x=103.80280331746371, lat_y=1.317439152, lon_y=103.8073792)",0.675,4.433333333333334,KING'S GARDEN,FARRER ROAD MRT STATION
274,273,1.3229489913602497,103.81073588026833,56,A,1.317439152,103.8073792,148,0.717355100851626,"coordinate_pair(lat_x=1.3229489913602497, lon_x=103.81073588026833, lat_y=1.317439152, lon_y=103.8073792)",1.029,6.566666666666666,KING'S ARCADE,FARRER ROAD MRT STATION
275,275,1.3911680756745697,103.87835302031765,161,A,1.391885892,103.8763086,112,0.2408711535488757,"coordinate_pair(lat_x=1.3911680756745697, lon_x=103.87835302031765, lat_y=1.391885892, lon_y=103.8763086)",0.276,1.9333333333333331,PEI HWA SECONDARY SCHOOL,FERNVALE LRT STATION
276,276,1.3893162106689907,103.8741652100297,73,A,1.391885892,103.8763086,112,0.3720409604204997,"coordinate_pair(lat_x=1.3893162106689907, lon_x=103.8741652100297, lat_y=1.391885892, lon_y=103.8763086)",1.097,7.216666666666667,FERN SPRING,FERNVALE LRT STATION
277,277,1.3927246134342532,103.87204675990245,166,A,1.391885892,103.8763086,112,0.4828473888064087,"coordinate_pair(lat_x=1.3927246134342532, lon_x=103.87204675990245, lat_y=1.391885892, lon_y=103.8763086)",0.98,6.2,FERNVALE GLADES,FERNVALE LRT STATION
278,278,1.3958822676347806,103.87872013506778,24,A,1.391885892,103.8763086,112,0.5189728040551006,"coordinate_pair(lat_x=1.3958822676347806, lon_x=103.87872013506778, lat_y=1.391885892, lon_y=103.8763086)",0.662,4.183333333333334,SENGKANG WEST WAY,FERNVALE LRT STATION
279,275,1.3935448343113417,103.8815586668478,262,A,1.391885892,103.8763086,112,0.6120673088965195,"coordinate_pair(lat_x=1.3935448343113415, lon_x=103.8815586668478, lat_y=1.391885892, lon_y=103.8763086)",1.214,8.166666666666666,SENGKANG NEW TOWN,FERNVALE LRT STATION
280,280,1.2926587246321704,103.83973365789451,271,A,1.292481948,103.8443314,142,0.5114933479374448,"coordinate_pair(lat_x=1.2926587246321704, lon_x=103.83973365789451, lat_y=1.292481948, lon_y=103.8443314)",0.839,5.433333333333334,GAMBIER COURT,FORT CANNING MRT STATION
281,281,1.2972337943804126,103.84097632354472,82,A,1.292481948,103.8443314,142,0.64675727700382,"coordinate_pair(lat_x=1.2972337943804126, lon_x=103.84097632354472, lat_y=1.292481948, lon_y=103.8443314)",0.747,4.683333333333334,OXLEY RESIDENCE,FORT CANNING MRT STATION
282,280,1.2855382001095763,103.84177430019191,51,A,1.292481948,103.8443314,142,0.8227754763453852,"coordinate_pair(lat_x=1.2855382001095763, lon_x=103.84177430019191, lat_y=1.292481948, lon_y=103.8443314)",1.245,7.866666666666666,PEARL'S HILL CARE HOME,FORT CANNING MRT STATION
283,282,1.2975261824926945,103.83521091233624,235,A,1.292481948,103.8443314,142,1.15869760546178,"coordinate_pair(lat_x=1.2975261824926945, lon_x=103.83521091233624, lat_y=1.292481948, lon_y=103.8443314)",1.301,7.9,9B SAINT THOMAS WALK,FORT CANNING MRT STATION
284,283,1.3027162422524157,103.84837247621884,147,A,1.292481948,103.8443314,142,1.2234610645142727,"coordinate_pair(lat_x=1.3027162422524157, lon_x=103.84837247621884, lat_y=1.292481948, lon_y=103.8443314)",2.018,13.266666666666667,11 UPPER WILKIE ROAD,FORT CANNING MRT STATION
285,285,1.297006289637633,103.87133176241242,227,A,1.278487259,103.8674547,164,2.1038436174562776,"coordinate_pair(lat_x=1.297006289637633, lon_x=103.87133176241242, lat_y=1.278487259, lon_y=103.8674547)",9.674,59.41666666666666,SANCTUARY GREEN,GARDENS BY THE BAY MRT STATION
286,286,1.2820690443978917,103.84846956995324,202,A,1.278487259,103.8674547,164,2.147773726678053,"coordinate_pair(lat_x=1.2820690443978917, lon_x=103.84846956995324, lat_y=1.278487259, lon_y=103.8674547)",2.994,18.766666666666666,TELOK AYER MRT STATION,GARDENS BY THE BAY MRT STATION
287,287,1.2979025506259088,103.856830991058,115,A,1.278487259,103.8674547,164,2.4608009997078257,"coordinate_pair(lat_x=1.2979025506259088, lon_x=103.856830991058, lat_y=1.278487259, lon_y=103.8674547)",4.498,28.15,2 LIANG SEAH STREET,GARDENS BY THE BAY MRT STATION
288,285,1.3001754928952325,103.85261752754148,125,A,1.278487259,103.8674547,164,2.9217188306157604,"coordinate_pair(lat_x=1.3001754928952323, lon_x=103.85261752754148, lat_y=1.278487259, lon_y=103.8674547)",4.879,30.25,FORTUNE CENTRE,GARDENS BY THE BAY MRT STATION
289,286,1.2855382001095763,103.84177430019191,51,A,1.278487259,103.8674547,164,2.960518898372256,"coordinate_pair(lat_x=1.2855382001095763, lon_x=103.84177430019191, lat_y=1.278487259, lon_y=103.8674547)",3.965,24.55,PEARL'S HILL CARE HOME,GARDENS BY THE BAY MRT STATION
290,290,1.3222808862876692,103.86843063407994,150,A,1.321301102,103.8716226,139,0.3711846241864734,"coordinate_pair(lat_x=1.3222808862876692, lon_x=103.86843063407994, lat_y=1.321301102, lon_y=103.8716226)",0.763,5.9,59C GEYLANG BAHRU,GEYLANG BAHRU MRT STATION
291,291,1.3171248251194296,103.87774943658016,9,A,1.321301102,103.8716226,139,0.8243401098585009,"coordinate_pair(lat_x=1.3171248251194296, lon_x=103.87774943658017, lat_y=1.321301102, lon_y=103.8716226)",2.5,17.4,PAN-I COMPLEX,GEYLANG BAHRU MRT STATION
292,292,1.313588946032592,103.87226653774702,119,A,1.321301102,103.8716226,139,0.8605351327347351,"coordinate_pair(lat_x=1.313588946032592, lon_x=103.87226653774702, lat_y=1.321301102, lon_y=103.8716226)",2.064,13.75,KALLANG HEIGHTS,GEYLANG BAHRU MRT STATION
293,290,1.3255934996231975,103.86470747486914,116,A,1.321301102,103.8716226,139,0.9048433714206672,"coordinate_pair(lat_x=1.3255934996231975, lon_x=103.86470747486914, lat_y=1.321301102, lon_y=103.8716226)",1.772,13.4,6B SAINT MICHAEL'S ROAD,GEYLANG BAHRU MRT STATION
294,291,1.3307066144473627,103.87067900261412,32,A,1.321301102,103.8716226,139,1.051092437943475,"coordinate_pair(lat_x=1.3307066144473627, lon_x=103.87067900261412, lat_y=1.321301102, lon_y=103.8716226)",2.183,15.866666666666667,SENNETT ESTATE,GEYLANG BAHRU MRT STATION
295,295,1.2975261824926945,103.83521091233624,235,A,1.293316457,103.8339066,165,0.4900423609028815,"coordinate_pair(lat_x=1.2975261824926945, lon_x=103.83521091233624, lat_y=1.293316457, lon_y=103.8339066)",0.902,5.7,9B SAINT THOMAS WALK,GREAT WORLD MRT STATION
296,296,1.2945353156483324,103.82860890004044,51,A,1.293316457,103.8339066,165,0.6043209503152516,"coordinate_pair(lat_x=1.2945353156483324, lon_x=103.82860890004044, lat_y=1.293316457, lon_y=103.8339066)",0.975,5.9,RV RESIDENCES,GREAT WORLD MRT STATION
297,297,1.2926587246321704,103.83973365789451,271,A,1.293316457,103.8339066,165,0.6518899342547944,"coordinate_pair(lat_x=1.2926587246321704, lon_x=103.83973365789451, lat_y=1.293316457, lon_y=103.8339066)",1.383,8.8,GAMBIER COURT,GREAT WORLD MRT STATION
298,295,1.2873053155075924,103.83124558172256,140,A,1.293316457,103.8339066,165,0.7309427891189888,"coordinate_pair(lat_x=1.2873053155075924, lon_x=103.83124558172256, lat_y=1.293316457, lon_y=103.8339066)",2.047,12.566666666666666,BUKIT HO SWEE VIEW,GREAT WORLD MRT STATION
299,296,1.289628102734533,103.82780263511468,183,A,1.293316457,103.8339066,165,0.7928706488649303,"coordinate_pair(lat_x=1.289628102734533, lon_x=103.82780263511467, lat_y=1.293316457, lon_y=103.8339066)",2.46,16.266666666666666,HAVELOCK VIEW,GREAT WORLD MRT STATION
300,300,1.3413647634175148,103.6882791278445,196,A,1.319470901,103.6605305,160,3.929623776507967,"coordinate_pair(lat_x=1.3413647634175148, lon_x=103.6882791278445, lat_y=1.319470901, lon_y=103.6605305)",7.106,47.18333333333333,NANYANG EMERALD,GUL CIRCLE MRT STATION
301,300,1.3380838813786746,103.69123703060173,63,A,1.319470901,103.6605305,160,3.991924211202349,"coordinate_pair(lat_x=1.3380838813786746, lon_x=103.69123703060173, lat_y=1.319470901, lon_y=103.6605305)",6.415,42.91666666666666,YUNNAN GARDENS,GUL CIRCLE MRT STATION
